INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Avila University,Kansas City,MO,64145-1698,38.91339,-94.591758,0.4262,4,38672.0,38672.0
Mission University,Springfield,MO,65803-3498,37.239696,-93.284286,0.3824,4,16230.0,16230.0
Cox College,Springfield,MO,65802-1917,37.225116,-93.290233,1.0,4,15599.0,15599.0
Calvary University,Kansas City,MO,64147-1341,38.839578,-94.547927,0.5263,4,13692.0,13692.0
Central Christian College of the Bible,Moberly,MO,65270-1997,39.395963,-92.427259,0.4091,4,11200.0,11200.0
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,65248-1198,39.150497,-92.685253,0.525,4,27140.0,27140.0
University of Central Missouri,Warrensburg,MO,64093,38.759111,-93.737428,0.494,4,9739.0,18064.0
Cleveland University-Kansas City,Overland Park,KS,66210,38.932019,-94.679076,0.3333,4,14400.0,14400.0
Columbia College,Columbia,MO,65216,38.957388,-92.326354,0.4567,4,24326.0,24326.0
Conception Seminary College,Conception,MO,64433-0502,40.24044,-94.682831,0.6429,4,25208.0,25208.0
Cottey College,Nevada,MO,64772,37.836127,-94.371311,0.6145,4,26209.0,26209.0
Culver-Stockton College,Canton,MO,63435-1299,40.128993,-91.529374,0.5017,4,29915.0,29915.0
Drury University,Springfield,MO,65802-3791,37.219681,-93.286192,0.6602,4,35235.0,35235.0
Evangel University,Springfield,MO,65802-2125,37.220956,-93.262614,0.648,4,27192.0,27192.0
Fontbonne University,Saint Louis,MO,63105-3098,38.642697,-90.315712,0.5683,4,28976.0,28976.0
Ozarks Technical Community College,Springfield,MO,65802,37.216479,-93.279985,0.319,4,4184.0,6872.0
Hannibal-LaGrange University,Hannibal,MO,63401,39.729015,-91.39094,0.4431,4,26880.0,26880.0
Harris-Stowe State University,Saint Louis,MO,63103-2136,38.631744,-90.224288,0.2741,4,6442.0,11074.0
Kansas City Art Institute,Kansas City,MO,64111-1874,39.046353,-94.583594,0.6491,4,43550.0,43550.0
Lincoln University,Jefferson City,MO,65101,38.564431,-92.166724,0.221,4,9290.0,16882.0
Lindenwood University,Saint Charles,MO,63301-1695,38.785425,-90.501286,0.5032,4,21100.0,21100.0
Logan University,Chesterfield,MO,63017,38.63133,-90.542333,0.0,4,9000.0,9000.0
Maryville University of Saint Louis,Saint Louis,MO,63141-7299,38.644774,-90.505998,0.7152,4,27166.0,27166.0
Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,39.185691,-94.573185,0.7,4,9400.0,9400.0
Missouri Baptist University,Saint Louis,MO,63141-8698,38.641526,-90.462586,0.4819,4,33122.0,33122.0
Missouri Southern State University,Joplin,MO,64801-1595,37.095155,-94.461689,0.3833,4,8400.0,16800.0
Missouri Valley College,Marshall,MO,65340,39.108522,-93.190654,0.2448,4,23000.0,23000.0
Missouri Western State University,Saint Joseph,MO,64507,39.7575,-94.785643,0.398,4,9800.0,17500.0
University of Missouri-Columbia,Columbia,MO,65211,38.94531,-92.328843,0.7618,4,14130.0,34338.0
University of Missouri-Kansas City,Kansas City,MO,64110,39.034179,-94.582141,0.5589,4,11988.0,28788.0
Missouri University of Science and Technology,Rolla,MO,65409,37.953426,-91.775583,0.636,4,14278.0,31678.0
University of Missouri-St Louis,Saint Louis,MO,63121-4400,38.710312,-90.311091,0.5687,4,13440.0,33432.0
Truman State University,Kirksville,MO,63501-4221,40.188267,-92.581658,0.6839,4,9470.0,17870.0
Northwest Missouri State University,Maryville,MO,64468-6001,40.351692,-94.883339,0.575,4,10181.0,16623.0
Ozark Christian College,Joplin,MO,64801,37.103172,-94.510622,0.6792,4,15550.0,15550.0
College of the Ozarks,Point Lookout,MO,65726-0017,36.616019,-93.238174,0.6131,4,21290.0,21290.0
Park University,Parkville,MO,64152-3795,39.189256,-94.679041,0.2996,4,16400.0,16400.0
Stevens-The Institute of Business & Arts,Saint Louis,MO,63103,38.632917,-90.201157,0.8,4,12968.0,12968.0
Ranken Technical College,Saint Louis,MO,63113-2811,38.653303,-90.248465,0.5058,4,17490.0,17490.0
Rockhurst University,Kansas City,MO,64110-2561,39.032318,-94.573003,0.7558,4,43420.0,43420.0
Saint Louis University,Saint Louis,MO,63103-2097,38.636801,-90.2351,0.7975,4,53244.0,53244.0
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,63110-1088,38.636904,-90.260617,0.7547,4,31920.0,31920.0
Saint Louis Community College,Bridgeton,MO,63044,38.745678,-90.437078,0.1769,4,3660.0,6990.0
Southwest Baptist University,Bolivar,MO,65613-2596,37.602425,-93.407056,0.5121,4,28320.0,28320.0
Stephens College,Columbia,MO,65215,38.95204,-92.319204,0.4651,4,28200.0,28200.0
Southeast Missouri State University,Cape Girardeau,MO,63701,37.311107,-89.531187,0.5568,4,9496.0,9496.0
Missouri State University-Springfield,Springfield,MO,65897,37.199258,-93.281281,0.5733,4,9024.0,17928.0
Washington University in St Louis,Saint Louis,MO,63130-4899,38.647929,-90.310604,0.9445,4,62982.0,62982.0
Webster University,Saint Louis,MO,63119-3194,38.588875,-90.345151,0.6106,4,30730.0,30730.0
Westminster College,Fulton,MO,65251-1299,38.849354,-91.955273,0.5747,4,34188.0,34188.0
William Jewell College,Liberty,MO,64068-1896,39.247844,-94.413126,0.6162,4,19890.0,19890.0
William Woods University,Fulton,MO,65251-2388,38.860287,-91.950416,0.5699,4,28860.0,28860.0
Blackfeet Community College,Browning,MT,59417-0819,48.551927,-113.009387,0.0769,7,3610.0,3610.0
Carroll College,Helena,MT,59625-0002,46.600771,-112.040285,0.6633,7,40352.0,40352.0
Montana State University Billings,Billings,MT,59101-0298,45.796896,-108.523009,0.282,7,6706.0,21347.0
Aaniiih Nakoda College,Harlem,MT,59526,48.484196,-108.757816,0.3235,7,3600.0,3600.0
University of Providence,Great Falls,MT,59405-4996,47.490713,-111.270604,0.4674,7,29018.0,29018.0
Montana Technological University,Butte,MT,59701-8997,46.012868,-112.559511,0.5805,7,8050.0,24730.0
Montana State University,Bozeman,MT,59717,45.666726,-111.048812,0.5735,7,8083.0,31337.0
The University of Montana,Missoula,MT,59812,46.859312,-113.982912,0.4544,7,8152.0,31622.0
Montana State University-Northern,Havre,MT,59501,48.54149,-109.687806,0.4233,7,6269.0,19385.0
Rocky Mountain College,Billings,MT,59102-1796,45.796522,-108.554075,0.4675,7,33252.0,33252.0
Salish Kootenai College,Pablo,MT,59855,47.598592,-114.111635,0.3521,7,4311.0,11583.0
The University of Montana-Western,Dillon,MT,59725-3598,45.208306,-112.639264,0.4945,7,6430.0,19038.0
Bellevue University,Bellevue,NE,68005-3098,41.150225,-95.91764,0.5588,4,8886.0,8886.0
Clarkson College,Omaha,NE,68131-2739,41.259165,-95.974847,0.75,4,15168.0,15168.0
Bryan College of Health Sciences,Lincoln,NE,68506,40.796768,-96.651532,0.7547,4,20070.0,20070.0
Chadron State College,Chadron,NE,69337-2690,42.8199,-103.001615,0.3807,4,8078.0,8078.0
Concordia University-Nebraska,Seward,NE,68434-1556,40.914853,-97.089054,0.6408,4,39330.0,39330.0
Creighton University,Omaha,NE,68178,41.265361,-95.947811,0.8052,4,47000.0,47000.0
Doane University,Crete,NE,68333,40.622952,-96.950932,0.5585,4,40491.0,40491.0
Hastings College,Hastings,NE,68901,40.59025,-98.374403,0.5327,4,36130.0,36130.0
University of Nebraska at Kearney,Kearney,NE,68849-1212,40.701452,-99.098699,0.5975,4,8302.0,14260.0
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,41.265973,-96.048511,0.6667,4,18173.0,18173.0
Midland University,Fremont,NE,68025,41.43674,-96.488008,0.4321,4,40270.0,40270.0
University of Nebraska at Omaha,Omaha,NE,68182-0225,41.258769,-96.008516,0.475,4,8370.0,22358.0
Nebraska Indian Community College,Macy,NE,68039-0428,42.11677,-96.35176,0.1667,4,4080.0,4080.0
Nebraska Wesleyan University,Lincoln,NE,68504-2794,40.839098,-96.64831,0.6889,4,41658.0,41658.0
University of Nebraska-Lincoln,Lincoln,NE,68588-0419,40.817598,-96.700508,0.6585,4,10108.0,27748.0
Peru State College,Peru,NE,68421-0010,40.474689,-95.732731,0.3772,4,8280.0,8280.0
Summit Christian College,Gering,NE,69341,41.829274,-103.675715,0.6667,4,8278.0,8278.0
College of Saint Mary,Omaha,NE,68106,41.240028,-96.021425,0.5941,4,23340.0,23340.0
Union Adventist University,Lincoln,NE,68506,40.774778,-96.651095,0.4586,4,27990.0,27990.0
Wayne State College,Wayne,NE,68787,42.241556,-97.015122,0.557,4,7970.0,7970.0
York University,York,NE,68467-2699,40.869526,-97.579352,0.374,4,21600.0,21600.0
College of Southern Nevada,Las Vegas,NV,89146-1164,36.158114,-115.233099,0.1785,8,4110.0,12209.0
Las Vegas College,Las Vegas,NV,89113,36.067688,-115.275386,0.5789,8,17684.0,17684.0
University of Nevada-Las Vegas,Las Vegas,NV,89154,36.106047,-115.138462,0.5012,8,9142.0,26098.0
University of Nevada-Reno,Reno,NV,89557,39.543642,-119.815377,0.6245,8,8994.0,25950.0
Great Basin College,Elko,NV,89801,40.84343,-115.767274,0.5153,8,3855.0,13448.0
Truckee Meadows Community College,Reno,NV,89512-3999,39.571402,-119.796975,0.2817,8,3144.0,11243.0
Western Nevada College,Carson City,NV,89703-7399,39.186158,-119.79036,0.3663,8,3920.0,12019.0
Colby-Sawyer College,New London,NH,03257-7835,43.411663,-71.975805,0.6162,1,18400.0,18400.0
Dartmouth College,Hanover,NH,03755-3529,43.704115,-72.289949,0.9604,1,65739.0,65739.0
Franklin Pierce University,Rindge,NH,03461-0060,42.78014,-72.058011,0.461,1,44963.0,44963.0
Magdalen College,Warner,NH,03278-4012,43.314908,-71.834444,0.5333,1,23600.0,23600.0
New England College,Henniker,NH,03242,43.176403,-71.822282,0.3109,1,41578.0,41578.0
Southern New Hampshire University,Manchester,NH,03106-1045,43.038922,-71.451842,0.4487,1,16450.0,16450.0
University of New Hampshire-Main Campus,Durham,NH,03824-3547,43.135934,-70.932465,0.7645,1,19112.0,38882.0
Keene State College,Keene,NH,03435-1506,42.926452,-72.279276,0.5844,1,14710.0,26186.0
University of New Hampshire at Manchester,Manchester,NH,03101-1113,42.987209,-71.468755,0.6508,1,15820.0,35530.0
Plymouth State University,Plymouth,NH,03264-1595,43.759573,-71.690164,0.4743,1,14558.0,25498.0
Rivier University,Nashua,NH,03060,42.738676,-71.45626,0.5871,1,37791.0,37791.0
Saint Anselm College,Manchester,NH,03102-1310,42.986889,-71.503622,0.8315,1,46810.0,46810.0
University of New Hampshire College of Professional Studies Online,Manchester,NH,03101,42.987209,-71.468755,0.1429,1,7812.0,9372.0
Thomas More College of Liberal Arts,Merrimack,NH,03054,42.80683,-71.48437,0.6154,1,29300.0,29300.0
Eastwick College-Hackensack,Hackensack,NJ,07601,40.885847,-74.040491,0.44,2,16913.0,16913.0
Berkeley College-Woodland Park,Woodland Park,NJ,07424,40.898587,-74.189483,0.4476,2,28600.0,28600.0
Bloomfield College,Bloomfield,NJ,07003,40.795105,-74.194309,0.3105,2,30680.0,30680.0
Caldwell University,Caldwell,NJ,07006-6195,40.832753,-74.272571,0.587,2,39450.0,39450.0
Centenary University,Hackettstown,NJ,07840,40.84764,-74.833644,0.5659,2,37732.0,37732.0
Drew University,Madison,NJ,07940,40.761829,-74.424584,0.7243,2,45360.0,45360.0
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,07666,40.897209,-74.028986,0.6171,2,35822.0,35822.0
Felician University,Lodi,NJ,07644,40.867272,-74.096452,0.4968,2,37830.0,37830.0
Fairleigh Dickinson University-Florham Campus,Madison,NJ,07940,40.774498,-74.432121,0.723,2,35822.0,35822.0
Georgian Court University,Lakewood,NJ,08701-2697,40.099617,-74.228186,0.5509,2,37110.0,37110.0
Rowan University,Glassboro,NJ,08028,39.709108,-75.119119,0.6828,2,15700.0,25564.0
Eastwick College-Ramsey,Ramsey,NJ,07446-2551,41.057866,-74.131486,0.6364,2,17028.0,17028.0
New Jersey City University,Jersey City,NJ,07305,40.709937,-74.08727,0.3874,2,13971.0,24888.0
Kean University,Union,NJ,07083,40.677981,-74.233503,0.4338,2,13426.0,21076.0
Monmouth University,West Long Branch,NJ,07764-1898,40.280066,-74.006447,0.7033,2,44850.0,44850.0
Montclair State University,Montclair,NJ,07043-1624,40.860414,-74.198141,0.6426,2,14766.0,24126.0
New Jersey Institute of Technology,Newark,NJ,07102,40.741997,-74.177113,0.7311,2,19022.0,35934.0
Princeton University,Princeton,NJ,08544-0070,40.348732,-74.659365,0.9709,2,59710.0,59710.0
Rabbinical College of America,Morristown,NJ,07960-3600,40.805705,-74.49878,0.1833,2,13000.0,13000.0
Ramapo College of New Jersey,Mahwah,NJ,07430-1680,41.080942,-74.174086,0.7186,2,15978.0,26388.0
Rider University,Lawrenceville,NJ,08648-3099,40.278796,-74.737833,0.6332,2,38900.0,38900.0
Rutgers University-Camden,Camden,NJ,08102,39.948064,-75.12224,0.6645,2,17079.0,35841.0
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,40.498769,-74.446251,0.8501,2,17239.0,36001.0
Rutgers University-Newark,Newark,NJ,07102,40.739122,-74.175809,0.676,2,16586.0,35348.0
Saint Peter's University,Jersey City,NJ,07306-5997,40.727105,-74.071541,0.6313,2,41054.0,41054.0
Seton Hall University,South Orange,NJ,07079-2697,40.742336,-74.246027,0.7147,2,51370.0,51370.0
Saint Elizabeth University,Morristown,NJ,07960,40.78182,-74.438221,0.4024,2,35942.0,35942.0
Stevens Institute of Technology,Hoboken,NJ,07030-5991,40.744776,-74.025334,0.8988,2,60952.0,60952.0
Stockton University,Galloway,NJ,08205-9441,39.492036,-74.531087,0.7197,2,15532.0,23420.0
Talmudical Academy-New Jersey,Adelphia,NJ,07710,40.217456,-74.250167,0.1,2,15800.0,15800.0
The College of New Jersey,Ewing,NJ,08628-7718,40.268651,-74.778791,0.8523,2,18685.0,24568.0
William Paterson University of New Jersey,Wayne,NJ,07470,40.945255,-74.200248,0.4771,2,15150.0,24464.0
Navajo Technical University,Crownpoint,NM,87313-0849,35.687431,-108.149392,0.1971,6,4250.0,4250.0
Eastern New Mexico University-Main Campus,Portales,NM,88130,34.175592,-103.34819,0.3981,6,6863.0,8843.0
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,87508-1300,35.586563,-106.010015,0.2453,6,5801.0,5801.0
New Mexico Highlands University,Las Vegas,NM,87701,35.596233,-105.219197,0.2559,6,7260.0,12180.0
New Mexico Institute of Mining and Technology,Socorro,NM,87801,34.067041,-106.905211,0.5636,6,9058.0,26312.0
University of New Mexico-Main Campus,Albuquerque,NM,87131,35.083868,-106.620155,0.5253,6,8115.0,26450.0
New Mexico State University-Main Campus,Las Cruces,NM,88003-8001,32.281568,-106.752069,0.5222,6,8147.0,25271.0
Northern New Mexico College,Espanola,NM,87532,36.004073,-106.084395,0.3259,6,6400.0,14328.0
University of the Southwest,Hobbs,NM,88240,32.775496,-103.186948,0.2667,6,16670.0,16670.0
Western New Mexico University,Silver City,NM,88061,32.7767,-108.283284,0.3489,6,7868.0,14354.0
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,40.768348,-73.881721,0.3992,2,28850.0,28850.0
Adelphi University,Garden City,NY,11530-0701,40.721439,-73.653321,0.6893,2,47290.0,47290.0
Bryant & Stratton College-Albany,Albany,NY,12205,42.698125,-73.809977,0.2195,2,18892.0,18892.0
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,42.650371,-73.779063,0.6882,2,40375.0,40375.0
Alfred University,Alfred,NY,14802-1205,42.254476,-77.788106,0.555,2,39530.0,39530.0
American Musical and Dramatic Academy,New York,NY,10023,40.772275,-73.987549,0.7202,2,45560.0,45560.0
Associated Beth Rivkah Schools,Brooklyn,NY,11225-0000,40.665544,-73.950704,0.7407,2,9700.0,9700.0
Bard College,Annandale-On-Hudson,NY,12504-5000,42.020386,-73.909927,0.7271,2,63612.0,63612.0
Barnard College,New York,NY,10027-6598,40.810098,-73.963346,0.9294,2,66246.0,66246.0
Berkeley College-New York,New York,NY,10017,40.753986,-73.979458,0.4025,2,28600.0,28600.0
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204,40.635444,-73.981202,0.35,2,12000.0,12000.0
Mount Sinai Phillips School of Nursing,New York,NY,10035-6354,40.804778,-73.936639,1.0,2,,
Boricua College,New York,NY,10032-1560,40.833434,-73.9458,0.7063,2,12525.0,12525.0
Bryant & Stratton College-Syracuse North,Liverpool,NY,13090,43.149337,-76.230807,0.25,2,19310.0,19310.0
Bryant & Stratton College-Buffalo,Buffalo,NY,14203,42.887197,-78.869108,0.275,2,19126.0,19126.0
Bryant & Stratton College-Greece,Rochester,NY,14612,43.240547,-77.69559,0.3043,2,19593.0,19593.0
Canisius University,Buffalo,NY,14208-1098,42.925206,-78.852577,0.7065,2,32720.0,32720.0
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11213-2798,40.669694,-73.938778,0.0278,2,8400.0,8400.0
Clarkson University,Potsdam,NY,13699,44.662716,-74.999359,0.7356,2,57950.0,57950.0
Colgate University,Hamilton,NY,13346-1398,42.819475,-75.536346,0.9053,2,67024.0,67024.0
Metropolitan College of New York,New York,NY,10006-1742,40.708706,-74.014702,0.2474,2,20188.0,20188.0
Columbia University in the City of New York,New York,NY,10027,40.808286,-73.961885,0.9496,2,69045.0,69045.0
The Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,40.728148,-73.991609,0.8032,2,46820.0,46820.0
Cornell University,Ithaca,NY,14853,42.4472,-76.483084,0.9514,2,66014.0,66014.0
Culinary Institute of America,Hyde Park,NY,12538-1499,41.745806,-73.933231,0.6467,2,38410.0,38410.0
CUNY Bernard M Baruch College,New York,NY,10010,40.740238,-73.983417,0.7211,2,7464.0,15414.0
CUNY Brooklyn College,Brooklyn,NY,11210,40.631517,-73.949898,0.5658,2,7452.0,15402.0
College of Staten Island CUNY,Staten Island,NY,10314,40.601831,-74.14849,0.3278,2,7490.0,15440.0
CUNY City College,New York,NY,10031,40.819846,-73.948542,0.5466,2,7340.0,15290.0
CUNY Hunter College,New York,NY,10065,40.768669,-73.964795,0.6099,2,7382.0,15332.0
CUNY John Jay College of Criminal Justice,New York,NY,10019,40.770351,-73.98841,0.5549,2,7470.0,15420.0
CUNY Lehman College,Bronx,NY,10468,40.872962,-73.895379,0.4929,2,7410.0,15360.0
CUNY Medgar Evers College,Brooklyn,NY,11225,40.666256,-73.957076,0.2229,2,7352.0,15302.0
CUNY New York City College of Technology,Brooklyn,NY,11201,40.695483,-73.987856,0.1941,2,7332.0,15282.0
CUNY Queens College,Queens,NY,11367,40.736416,-73.820053,0.6016,2,7538.0,15488.0
CUNY York College,Jamaica,NY,11451,40.701576,-73.796313,0.3027,2,7358.0,15308.0
D'Youville  University,Buffalo,NY,14201-1084,42.902636,-78.890868,0.5668,2,33560.0,33560.0
Daemen University,Amherst,NY,14226-3592,42.965605,-78.788111,0.584,2,33724.0,33724.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,11691-5219,40.60049,-73.743901,0.5333,2,11150.0,11150.0
Dominican University New York,Orangeburg,NY,10962-1210,41.047419,-73.950555,0.5677,2,33060.0,33060.0
Elmira College,Elmira,NY,14901,42.0961,-76.813459,0.6404,2,37932.0,37932.0
Fashion Institute of Technology,New York,NY,10001-5992,40.74731,-73.994781,0.8333,2,6170.0,16750.0
Five Towns College,Dix Hills,NY,11746-5871,40.794506,-73.369348,0.4898,2,29950.0,29950.0
Fordham University,Bronx,NY,10458,40.859354,-73.882705,0.8027,2,61992.0,61992.0
Hamilton College,Clinton,NY,13323,43.050245,-75.408195,0.9125,2,65740.0,65740.0
Hartwick College,Oneonta,NY,13820-4020,42.457599,-75.071994,0.4615,2,52849.0,52849.0
Hilbert College,Hamburg,NY,14075-1597,42.75464,-78.820257,0.4699,2,32150.0,32150.0
Hobart William Smith Colleges,Geneva,NY,14456,42.858131,-76.985516,0.7271,2,63268.0,63268.0
Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,0.671,2,55450.0,55450.0
Houghton University,Houghton,NY,14744,42.426137,-78.155426,0.6466,2,17290.0,17290.0
Iona University,New Rochelle,NY,10801-1890,40.925725,-73.788046,0.5744,2,45880.0,45880.0
Ithaca College,Ithaca,NY,14850-7002,42.422154,-76.494136,0.7411,2,50510.0,50510.0
Jamestown Business College,Jamestown,NY,14701-4756,42.095452,-79.249601,0.6053,2,12945.0,12945.0
Jewish Theological Seminary of America,New York,NY,10027-4649,40.811892,-73.960582,0.8684,2,65545.0,65545.0
The Juilliard School,New York,NY,10023-6588,40.773725,-73.982913,0.9,2,56550.0,56550.0
Kehilath Yakov Rabbinical Seminary,Ossining,NY,10562,41.220521,-73.814887,0.4694,2,12800.0,12800.0
Keuka College,Keuka Park,NY,14478,42.615253,-77.090562,0.4877,2,38000.0,38000.0
