INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION
Coastal Carolina University,Conway,SC,29526,33.794995,-79.011767,0.5084,5
South Carolina State University,Orangeburg,SC,29117-0001,33.497968,-80.848722,0.2941,5
University of South Carolina-Upstate,Spartanburg,SC,29303-4999,34.996403,-81.970583,0.4242,5
Spartanburg Methodist College,Spartanburg,SC,29301-5899,34.955117,-81.970863,0.3833,5
Voorhees University,Denmark,SC,29042,33.307199,-81.127863,0.3779,5
Winthrop University,Rock Hill,SC,29733,34.941515,-81.031404,0.6122,5
Wofford College,Spartanburg,SC,29303-3663,34.959411,-81.933568,0.8075,5
Augustana University,Sioux Falls,SD,57197-0001,43.525148,-96.736975,0.7563,4
Black Hills State University,Spearfish,SD,57799-9500,44.494889,-103.870966,0.3858,4
Dakota State University,Madison,SD,57042-1799,44.013014,-97.113358,0.493,4
Dakota Wesleyan University,Mitchell,SD,57301-4398,43.697432,-98.031188,0.4643,4
Mount Marty University,Yankton,SD,57078-3724,42.874475,-97.409904,0.6055,4
National American University-Rapid City,Rapid City,SD,57701-2823,44.03152,-103.250223,0.6,4
Northern State University,Aberdeen,SD,57401-7198,45.450829,-98.484728,0.5224,4
Oglala Lakota College,Kyle,SD,57752-0490,43.366813,-102.240331,0.1146,4
South Dakota School of Mines and Technology,Rapid City,SD,57701-3995,44.075439,-103.205753,0.5817,4
South Dakota State University,Brookings,SD,57007-1898,44.317485,-96.782139,0.5964,4
Sinte Gleska University,Mission,SD,57555-0105,43.298878,-100.622549,0.0,4
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.531574,-96.738229,0.6051,4
Sisseton Wahpeton College,Sisseton,SD,57262,45.562731,-97.060835,0.1296,4
University of South Dakota,Vermillion,SD,57069-2390,42.786019,-96.925283,0.6143,4
American Baptist College,Nashville,TN,37207-9980,36.202623,-86.789912,0.3333,5
Austin Peay State University,Clarksville,TN,37044,36.533319,-87.354081,0.445,5
Baptist Health Sciences University,Memphis,TN,38104,35.138415,-90.027501,0.5375,5
Belmont University,Nashville,TN,37212-3757,36.135589,-86.794807,0.717,5
Bethel University,McKenzie,TN,38201,36.137848,-88.516762,0.349,5
Bryan College-Dayton,Dayton,TN,37321,35.497209,-84.999552,0.5593,5
Carson-Newman University,Jefferson City,TN,37760,36.122934,-83.491709,0.4645,5
Christian Brothers University,Memphis,TN,38104,35.127437,-89.983241,0.5599,5
Cumberland University,Lebanon,TN,37087,36.204514,-86.298782,0.4698,5
Lipscomb University,Nashville,TN,37204-3951,36.106253,-86.799791,0.687,5
East Tennessee State University,Johnson City,TN,37614,36.301643,-82.366954,0.4988,5
Fisk University,Nashville,TN,37208-4501,36.167087,-86.804805,0.4351,5
Welch College,Gallatin,TN,37066-8460,36.36719,-86.549153,0.6143,5
Freed-Hardeman University,Henderson,TN,38340-2399,35.440611,-88.637964,0.6837,5
Johnson University,Knoxville,TN,37998,35.937193,-83.750273,0.6216,5
King University,Bristol,TN,37620-2699,36.585309,-82.159421,0.4643,5
South College,Knoxville,TN,37909-0000,35.958283,-83.97362,0.367,5
Lane College,Jackson,TN,38301-4598,35.627378,-88.806535,0.1703,5
Le Moyne-Owen College,Memphis,TN,38126-6595,35.118641,-90.034101,0.247,5
Lee University,Cleveland,TN,37311,35.166019,-84.871399,0.6067,5
Lincoln Memorial University,Harrogate,TN,37752-8231,36.578508,-83.660198,0.5392,5
The University of Tennessee Southern,Pulaski,TN,38478-2799,35.201019,-87.035661,0.3566,5
Maryville College,Maryville,TN,37804-5907,35.751505,-83.964223,0.4718,5
University of Memphis,Memphis,TN,38152,35.118878,-89.938068,0.4942,5
Middle Tennessee State University,Murfreesboro,TN,37132,35.848005,-86.360618,0.54,5
Rhodes College,Memphis,TN,38112-1690,35.154405,-89.990803,0.8164,5
The University of the South,Sewanee,TN,37383-1000,35.204719,-85.920179,0.8237,5
Southern Adventist University,Collegedale,TN,37315-0370,35.048254,-85.052088,0.5143,5
Tennessee Wesleyan University,Athens,TN,37303,35.446331,-84.592728,0.4363,5
The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,35.047519,-85.300247,0.5309,5
The University of Tennessee-Knoxville,Knoxville,TN,37996,35.952082,-83.925852,0.735,5
The University of Tennessee-Martin,Martin,TN,38238,36.340338,-88.864211,0.5483,5
Tennessee State University,Nashville,TN,37209-1561,36.166321,-86.828275,0.3303,5
Tennessee Technological University,Cookeville,TN,38505-0001,36.174754,-85.504039,0.5423,5
Trevecca Nazarene University,Nashville,TN,37210,36.141324,-86.754238,0.5481,5
Tusculum University,Greeneville,TN,37743,36.172435,-82.760818,0.3054,5
Union University,Jackson,TN,38305-3697,35.676896,-88.858524,0.7092,5
Vanderbilt University,Nashville,TN,37240,36.14659,-86.803369,0.9269,5
Abilene Christian University,Abilene,TX,79699,32.468943,-99.709797,0.6021,6
Angelo State University,San Angelo,TX,76909,31.440914,-100.465051,0.4073,6
Arlington Baptist University,Arlington,TX,76012-3425,32.739489,-97.156024,0.0455,6
Austin College,Sherman,TX,75090-4400,33.646345,-96.596331,0.6949,6
Austin Community College District,Austin,TX,78752-7000,30.326304,-97.713778,0.18,6
Baylor University,Waco,TX,76798,31.546872,-97.121041,0.8016,6
Remington College-Dallas Campus,Dallas,TX,75243,32.912073,-96.73302,0.3762,6
Brazosport College,Lake Jackson,TX,77566,29.048604,-95.40934,0.3867,6
Concordia University Texas,Austin,TX,78726,30.420232,-97.835703,0.4051,6
Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,27.713723,-97.32395,0.3374,6
Dallas Baptist University,Dallas,TX,75211-9299,32.710017,-96.947006,0.6041,6
Dallas Christian College,Dallas,TX,75234-7299,32.913692,-96.887117,0.2391,6
University of Dallas,Irving,TX,75062-4736,32.846221,-96.919512,0.6802,6
Del Mar College,Corpus Christi,TX,78404-3897,27.763619,-97.40762,0.128,6
East Texas Baptist University,Marshall,TX,75670-1498,32.557847,-94.374488,0.4797,6
Texas A&M University-Texarkana,Texarkana,TX,75503,33.490482,-94.103617,0.312,6
Texas A & M University-Commerce,Commerce,TX,75428,33.242112,-95.904579,0.4593,6
Dallas College,Dallas,TX,75215-3604,32.766319,-96.794036,0.3553,6
Western Technical College,El Paso,TX,79924,31.877794,-106.425881,0.6786,6
Western Technical College,El Paso,TX,79927,31.675953,-106.319269,0.7131,6
Galveston College,Galveston,TX,77550-7496,29.284735,-94.807686,0.3235,6
Grayson College,Denison,TX,75020-8299,33.70574,-96.633891,0.2007,6
Hallmark University,San Antonio,TX,78251,29.466862,-98.685754,0.6827,6
Hardin-Simmons University,Abilene,TX,79698-0001,32.476434,-99.73564,0.4956,6
Trinity Valley Community College,Athens,TX,75751,32.196596,-95.858513,0.2395,6
Houston Christian University,Houston,TX,77074-3298,29.693819,-95.515954,0.498,6
University of Houston-Clear Lake,Houston,TX,77058-1002,29.582523,-95.098129,0.5085,6
Houston Community College,Houston,TX,77002,29.742114,-95.377319,0.1697,6
University of Houston-Downtown,Houston,TX,77002-1014,29.7661,-95.359338,0.3376,6
University of Houston-Victoria,Victoria,TX,77901,28.816248,-96.976334,0.2652,6
University of Houston,Houston,TX,77204-2018,29.720393,-95.343537,0.6492,6
Howard Payne University,Brownwood,TX,76801-2794,31.716467,-98.985204,0.3112,6
Huston-Tillotson University,Austin,TX,78702-2795,30.264667,-97.721691,0.3607,6
University of the Incarnate Word,San Antonio,TX,78209,29.46708,-98.46583,0.5184,6
Jarvis Christian University,Hawkins,TX,75765-1470,32.587942,-95.181513,0.1508,6
Lamar University,Beaumont,TX,77705,30.042738,-94.072244,0.3718,6
Laredo College,Laredo,TX,78040-4395,27.506477,-99.520772,0.3054,6
Texas A & M International University,Laredo,TX,78041-1900,27.571172,-99.436043,0.4892,6
LeTourneau University,Longview,TX,75602,32.46632,-94.726394,0.6111,6
Lubbock Christian University,Lubbock,TX,79407-2099,33.575973,-101.934426,0.4871,6
College of the Mainland,Texas City,TX,77591-2499,29.39581,-94.999602,0.2825,6
University of Mary Hardin-Baylor,Belton,TX,76513-2599,31.066793,-97.463471,0.534,6
McMurry University,Abilene,TX,79697,32.429776,-99.748682,0.3862,6
Midland College,Midland,TX,79705,32.029646,-102.106153,0.1713,6
Midwestern State University,Wichita Falls,TX,76308-2099,33.874809,-98.519386,0.4128,6
Wade College,Dallas,TX,75207,32.800854,-96.819516,0.4545,6
Navarro College,Corsicana,TX,75110,32.076061,-96.498731,0.2395,6
Lone Star College System,The Woodlands,TX,77381-4399,30.18737,-95.488103,0.185,6
University of North Texas,Denton,TX,76203-1277,33.211178,-97.148422,0.5957,6
Odessa College,Odessa,TX,79764,31.866812,-102.383477,0.2794,6
Our Lady of the Lake University,San Antonio,TX,78207-4689,29.426194,-98.54365,0.4243,6
The University of Texas Rio Grande Valley,Edinburg,TX,78539-2999,26.306759,-98.173567,0.4927,6
Paul Quinn College,Dallas,TX,75241,32.678837,-96.755778,0.381,6
Prairie View A & M University,Prairie View,TX,77446,30.092425,-95.989475,0.4322,6
Rice University,Houston,TX,77005-1827,29.717897,-95.402035,0.9569,6
Saint Edward's University,Austin,TX,78704-6489,30.229618,-97.754998,0.6418,6
University of St Thomas,Houston,TX,77006-4696,29.736438,-95.393102,0.6862,6
Sam Houston State University,Huntsville,TX,77340,30.714738,-95.546205,0.5507,6
San Antonio College,San Antonio,TX,78212-3941,29.44634,-98.497647,0.2206,6
San Jacinto Community College,Pasadena,TX,77505,29.660032,-95.114677,0.3439,6
Schreiner University,Kerrville,TX,78028-5697,30.031458,-99.130586,0.437,6
St. Mary's University,San Antonio,TX,78228,29.453244,-98.562778,0.5879,6
Southern Methodist University,Dallas,TX,75275-0221,32.843612,-96.783365,0.8325,6
Southwestern Assemblies of God University,Waxahachie,TX,75165,32.40443,-96.853492,0.3553,6
Southwestern University,Georgetown,TX,78626,30.634341,-97.665738,0.6934,6
Stephen F Austin State University,Nacogdoches,TX,75961,31.621056,-94.64908,0.5175,6
Texas State University,San Marcos,TX,78666,29.888885,-97.943029,0.5617,6
Southwestern Adventist University,Keene,TX,76059,32.397617,-97.32702,0.4109,6
Southwestern Christian College,Terrell,TX,75160-4812,32.735508,-96.285649,0.4918,6
Sul Ross State University,Alpine,TX,79832,30.363139,-103.651469,0.2744,6
Tarleton State University,Stephenville,TX,76401-0000,32.217805,-98.219039,0.5123,6
Texas A & M University-Kingsville,Kingsville,TX,78363,27.525168,-97.882387,0.4559,6
Texas A & M University-College Station,College Station,TX,77843-1246,30.618726,-96.336475,0.8378,6
The University of Texas at Arlington,Arlington,TX,76013,32.729718,-97.11296,0.5652,6
The University of Texas at Austin,Austin,TX,78705,30.282825,-97.738273,0.8764,6
The University of Texas at Dallas,Richardson,TX,75080-3021,32.984673,-96.749702,0.7083,6
The University of Texas at El Paso,El Paso,TX,79968-0691,31.77015,-106.504098,0.4595,6
The University of Texas at Tyler,Tyler,TX,75799-6699,32.315772,-95.254337,0.4677,6
Texas Christian University,Fort Worth,TX,76129,32.70961,-97.364758,0.8561,6
Texas College,Tyler,TX,75702,32.37456,-95.312454,0.1069,6
Texas Lutheran University,Seguin,TX,78155-5999,29.573261,-97.982669,0.5518,6
The University of Texas Permian Basin,Odessa,TX,79762-0001,31.889509,-102.329634,0.4298,6
The University of Texas at San Antonio,San Antonio,TX,78249-1644,29.583709,-98.620657,0.5119,6
Texas Southern University,Houston,TX,77004,29.721046,-95.361113,0.1989,6
Texas Tech University,Lubbock,TX,79409-5005,33.583448,-101.874783,0.6747,6
Texas Wesleyan University,Fort Worth,TX,76105-1536,32.732962,-97.279613,0.3235,6
Texas Woman's University,Denton,TX,76204,33.226211,-97.127842,0.4421,6
Trinity University,San Antonio,TX,78212-7200,29.462682,-98.48186,0.8193,6
Tyler Junior College,Tyler,TX,75701,32.33601,-95.284122,0.2669,6
Wayland Baptist University,Plainview,TX,79072,34.187677,-101.730042,0.1919,6
Weatherford College,Weatherford,TX,76086-5699,32.74133,-97.792629,0.2283,6
West Texas A & M University,Canyon,TX,79016-0001,34.982789,-101.914736,0.4731,6
Wiley University,Marshall,TX,75670,32.537641,-94.376814,0.2,6
Brigham Young University,Provo,UT,84602,40.250851,-111.649281,0.8221,7
Brigham Young University-Hawaii,Laie,HI,96762-1294,21.642074,-157.926586,0.5439,8
Utah Tech University,Saint George,UT,84770-3876,37.102769,-113.565903,0.3421,7
Eagle Gate College-Murray,Murray,UT,84123-6965,40.649984,-111.903609,0.5278,7
Ensign College,Salt Lake City,UT,84101-3500,40.77113,-111.9002,0.3109,7
Snow College,Ephraim,UT,84627,39.360177,-111.58296,0.4665,7
Southern Utah University,Cedar City,UT,84720,37.674617,-113.070146,0.5899,7
Utah State University,Logan,UT,84322-1400,41.740748,-111.81391,0.5732,7
Utah Valley University,Orem,UT,84058-5999,40.281078,-111.716456,0.4074,7
University of Utah,Salt Lake City,UT,84112-9008,40.762484,-111.846044,0.6391,7
Weber State University,Ogden,UT,84408-1001,41.192591,-111.944845,0.4298,7
Westminster University,Salt Lake City,UT,84105,40.730779,-111.855757,0.6936,7
Bennington College,Bennington,VT,05201-6003,42.919547,-73.237799,0.6667,1
Champlain College,Burlington,VT,05401,44.473287,-73.202746,0.6301,1
Goddard College,Plainfield,VT,05667-9432,44.279087,-72.438388,0.75,1
Middlebury College,Middlebury,VT,05753,44.009117,-73.176068,0.9259,1
Norwich University,Northfield,VT,05663-1035,44.140237,-72.659783,0.6103,1
Saint Michael's College,Colchester,VT,05439,44.494558,-73.167069,0.6887,1
Sterling College,Craftsbury Common,VT,05827-0072,44.65225,-72.382372,0.4286,1
Vermont State University,Randolph,VT,05061,43.939623,-72.604498,0.4894,1
University of Vermont,Burlington,VT,05405-0160,44.477325,-73.196646,0.7856,1
Averett University,Danville,VA,24541,36.577287,-79.413203,0.4357,5
Bluefield University,Bluefield,VA,24605,37.244557,-81.246233,0.2714,5
Bridgewater College,Bridgewater,VA,22812-1599,38.378484,-78.969007,0.4944,5
William & Mary,Williamsburg,VA,23187-8795,37.269489,-76.708214,0.9101,5
Regent University,Virginia Beach,VA,23464,36.801173,-76.194627,0.5409,5
Christopher Newport University,Newport News,VA,23606-3072,37.062495,-76.494364,0.7508,5
